rep000_seed0000	CFF000428	CFF000670	CFF000672	CFF001027	CFF001554	CFF000424	CFF000605	CFF001201	CFF000062	CFF000500	CFF000063	CFF000437	CFF000379	CFF001257	CFF000044	CFF000622	CFF000624	CFF000178
rep366_seed2391	FAM011676	FAM007485	FAM002847	FAM009081	FAM000465	FAM002291	FAM007416	FAM001112	FAM004809	FAM009786	FAM000404	FAM004019	FAM008694	FAM010789	FAM001699	FAM012909	FAM008963	FAM012687
rep367_seed2392	FAM000799	FAM008465	FAM006849	FAM000385	FAM003251	FAM008482	FAM014337	FAM000128	FAM007772	FAM014131	FAM007273	FAM010307	FAM005157	FAM009344	FAM007127	FAM003284	FAM001101	FAM000012
rep368_seed2393	FAM013936	FAM007037	FAM011359	FAM003282	FAM005665	FAM009311	FAM007872	FAM007783	FAM000740	FAM004334	FAM002587	FAM004414	FAM008895	FAM010750	FAM004601	FAM000292	FAM001539	FAM004064
rep369_seed2394	FAM001523	FAM001185	FAM004860	FAM010516	FAM008934	FAM009484	FAM001399	FAM000645	FAM010325	FAM000492	FAM010544	FAM010939	FAM011689	FAM002928	FAM001272	FAM003251	FAM000048	FAM008286
rep370_seed2395	FAM000556	FAM001387	FAM008135	FAM005866	FAM001921	FAM009091	FAM003793	FAM009763	FAM002741	FAM002836	FAM005057	FAM003994	FAM008137	FAM002040	FAM000416	FAM002072	FAM006236	FAM003562
rep371_seed2396	FAM001858	FAM002349	FAM001193	FAM001395	FAM001190	FAM001037	FAM012852	FAM003813	FAM005038	FAM004177	FAM011578	FAM009004	FAM009302	FAM000604	FAM002318	FAM004197	FAM007907	FAM009144
rep372_seed2397	FAM002143	FAM005498	FAM002860	FAM001726	FAM012897	FAM011546	FAM009603	FAM003701	FAM009166	FAM012730	FAM006042	FAM002426	FAM008449	FAM006587	FAM012319	FAM001789	FAM001239	FAM000080
rep373_seed2398	FAM000801	FAM002186	FAM011754	FAM007946	FAM001479	FAM003797	FAM004424	FAM013123	FAM005721	FAM009315	FAM002783	FAM004479	FAM004969	FAM000106	FAM003735	FAM000066	FAM002088	FAM003298
rep374_seed2399	FAM003565	FAM002962	FAM006144	FAM009776	FAM003184	FAM002503	FAM001869	FAM005393	FAM005977	FAM000086	FAM008423	FAM003312	FAM000166	FAM003080	FAM001539	FAM010521	FAM001457	FAM003482
rep375_seed2400	FAM003056	FAM008251	FAM000749	FAM006454	FAM001767	FAM004251	FAM005055	FAM002323	FAM000891	FAM002502	FAM004911	FAM003635	FAM001251	FAM003372	FAM009619	FAM005966	FAM003103	FAM009670
rep376_seed2401	FAM004031	FAM005764	FAM000244	FAM003473	FAM011715	FAM003490	FAM003952	FAM011796	FAM002360	FAM005319	FAM002900	FAM000086	FAM001607	FAM002710	FAM008128	FAM008347	FAM003297	FAM006488
rep377_seed2402	FAM004378	FAM005774	FAM002094	FAM001194	FAM000203	FAM002619	FAM007273	FAM011248	FAM003704	FAM001440	FAM007479	FAM007294	FAM010151	FAM002187	FAM001486	FAM000050	FAM003706	FAM002325
rep378_seed2403	FAM012910	FAM000800	FAM009694	FAM004743	FAM004325	FAM004025	FAM014457	FAM002218	FAM001012	FAM005277	FAM002824	FAM006660	FAM004429	FAM001117	FAM008899	FAM003810	FAM001655	FAM011676
rep379_seed2404	FAM004403	FAM000714	FAM014554	FAM000438	FAM004293	FAM006645	FAM004158	FAM002294	FAM013729	FAM002420	FAM013073	FAM009904	FAM000188	FAM002717	FAM008535	FAM001125	FAM009043	FAM001391
rep380_seed2405	FAM004998	FAM011861	FAM002241	FAM002725	FAM001090	FAM002473	FAM000634	FAM005404	FAM011655	FAM003121	FAM001735	FAM008865	FAM009637	FAM005722	FAM000281	FAM004291	FAM003015	FAM000594
rep381_seed2406	FAM001379	FAM005833	FAM008512	FAM008427	FAM009010	FAM014070	FAM004557	FAM008707	FAM000898	FAM010698	FAM006908	FAM008694	FAM000299	FAM003899	FAM003754	FAM002618	FAM008641	FAM011867
rep382_seed2407	FAM005456	FAM007967	FAM005342	FAM001440	FAM001121	FAM001491	FAM000281	FAM005681	FAM001412	FAM002913	FAM001753	FAM000126	FAM009922	FAM000549	FAM008481	FAM002024	FAM003907	FAM013626
rep383_seed2408	FAM001047	FAM006244	FAM011115	FAM005234	FAM005432	FAM004057	FAM000487	FAM001993	FAM005097	FAM009271	FAM000833	FAM010115	FAM002459	FAM004872	FAM001496	FAM004669	FAM005564	FAM011347
rep384_seed2409	FAM009792	FAM013366	FAM001568	FAM001332	FAM002605	FAM001573	FAM000564	FAM001009	FAM003990	FAM011506	FAM003483	FAM012000	FAM003915	FAM012455	FAM011869	FAM010467	FAM002187	FAM003723
rep385_seed2410	FAM002459	FAM003309	FAM000397	FAM009309	FAM002558	FAM000604	FAM001859	FAM009840	FAM005854	FAM001430	FAM001303	FAM004976	FAM010880	FAM005967	FAM001842	FAM006802	FAM007394	FAM005628
rep386_seed2411	FAM009840	FAM000473	FAM008304	FAM009159	FAM007866	FAM007204	FAM010399	FAM001188	FAM009515	FAM000459	FAM001046	FAM008204	FAM002595	FAM002394	FAM006057	FAM011981	FAM005354	FAM003231
rep387_seed2412	FAM002275	FAM004701	FAM008051	FAM004051	FAM010820	FAM004950	FAM000907	FAM003062	FAM007673	FAM004536	FAM005232	FAM008330	FAM003602	FAM001996	FAM002984	FAM004966	FAM006082	FAM002783
rep388_seed2413	FAM000327	FAM000854	FAM003647	FAM001446	FAM004387	FAM010762	FAM001964	FAM001238	FAM003911	FAM002115	FAM001380	FAM009364	FAM002127	FAM000088	FAM003443	FAM008005	FAM003759	FAM000828
rep389_seed2414	FAM001381	FAM002613	FAM012455	FAM004839	FAM008758	FAM007525	FAM004365	FAM009237	FAM001439	FAM001457	FAM005695	FAM001162	FAM002284	FAM013050	FAM002246	FAM003167	FAM003399	FAM005298
rep390_seed2415	FAM012114	FAM005329	FAM003273	FAM000109	FAM010474	FAM011230	FAM000625	FAM009579	FAM004981	FAM005336	FAM006290	FAM003505	FAM000156	FAM003301	FAM004066	FAM006786	FAM002276	FAM008695
rep391_seed2416	FAM007186	FAM004014	FAM002772	FAM001582	FAM005363	FAM009877	FAM002606	FAM001921	FAM000275	FAM004811	FAM002709	FAM011514	FAM005775	FAM003246	FAM012930	FAM003755	FAM000993	FAM008539
rep392_seed2417	FAM012681	FAM000088	FAM002083	FAM005811	FAM000271	FAM005016	FAM001023	FAM005152	FAM000431	FAM001318	FAM010160	FAM010045	FAM005223	FAM007043	FAM013423	FAM002903	FAM001676	FAM000804
rep393_seed2418	FAM000974	FAM009888	FAM005525	FAM001295	FAM004590	FAM000257	FAM001350	FAM003154	FAM000859	FAM010543	FAM000693	FAM001448	FAM013410	FAM009957	FAM001128	FAM001135	FAM002787	FAM000339
rep394_seed2419	FAM005652	FAM009637	FAM000604	FAM001092	FAM012984	FAM004284	FAM007114	FAM009786	FAM000231	FAM004210	FAM011200	FAM001722	FAM008461	FAM001303	FAM006533	FAM002689	FAM003063	FAM004018
rep395_seed2420	FAM006766	FAM003548	FAM013563	FAM000511	FAM003301	FAM004236	FAM002826	FAM007273	FAM001907	FAM001142	FAM012754	FAM006802	FAM012052	FAM003044	FAM009600	FAM007031	FAM009744	FAM002210
rep396_seed2421	FAM011848	FAM002956	FAM001163	FAM000054	FAM007109	FAM004162	FAM001028	FAM007846	FAM002640	FAM009701	FAM003044	FAM000369	FAM006633	FAM009776	FAM003422	FAM009770	FAM003480	FAM008928
rep397_seed2422	FAM004584	FAM008539	FAM005583	FAM006811	FAM012783	FAM003287	FAM000553	FAM003975	FAM006310	FAM004029	FAM000488	FAM012531	FAM003813	FAM012624	FAM008361	FAM001522	FAM002117	FAM004695
rep398_seed2423	FAM000455	FAM001950	FAM004839	FAM008916	FAM000885	FAM011848	FAM004967	FAM001096	FAM001465	FAM001111	FAM004402	FAM002080	FAM004383	FAM004107	FAM006119	FAM013948	FAM000308	FAM000931
rep399_seed2424	FAM002400	FAM006598	FAM008196	FAM004992	FAM000766	FAM007857	FAM013625	FAM000272	FAM001240	FAM003237	FAM012800	FAM005760	FAM001626	FAM013492	FAM009795	FAM008281	FAM012375	FAM002374
rep400_seed2425	FAM008966	FAM003326	FAM000608	FAM002441	FAM002489	FAM001253	FAM003305	FAM005131	FAM001894	FAM007866	FAM004201	FAM007843	FAM013277	FAM014364	FAM002644	FAM004844	FAM004131	FAM000920
rep401_seed2426	FAM004245	FAM010720	FAM004660	FAM008694	FAM007092	FAM008971	FAM001856	FAM005099	FAM000635	FAM002028	FAM003500	FAM002290	FAM011474	FAM001469	FAM001442	FAM007304	FAM013902	FAM003270
rep402_seed2427	FAM008529	FAM003661	FAM004962	FAM005122	FAM007129	FAM006586	FAM008217	FAM000615	FAM001073	FAM008747	FAM000024	FAM002796	FAM005354	FAM011427	FAM002951	FAM003033	FAM002061	FAM004040
rep403_seed2428	FAM008510	FAM006270	FAM000778	FAM012731	FAM007545	FAM009686	FAM006690	FAM002316	FAM004136	FAM002993	FAM011585	FAM002225	FAM002096	FAM003115	FAM004140	FAM004107	FAM013930	FAM002034
rep404_seed2429	FAM004117	FAM006522	FAM003311	FAM007613	FAM009192	FAM004070	FAM005458	FAM001518	FAM004998	FAM006318	FAM003229	FAM007064	FAM003831	FAM005227	FAM006973	FAM002910	FAM008543	FAM002367
rep405_seed2430	FAM001932	FAM012027	FAM009998	FAM010374	FAM003039	FAM011578	FAM006734	FAM003666	FAM003171	FAM000614	FAM003269	FAM006298	FAM003189	FAM001121	FAM000886	FAM005298	FAM002869	FAM009320
rep406_seed2431	FAM011316	FAM010494	FAM008092	FAM001552	FAM007679	FAM000082	FAM000639	FAM008604	FAM008814	FAM003676	FAM009741	FAM005978	FAM001634	FAM013860	FAM004835	FAM003065	FAM002731	FAM003217
rep407_seed2432	FAM004974	FAM003523	FAM006943	FAM000812	FAM004080	FAM001258	FAM003460	FAM002153	FAM002696	FAM001913	FAM000748	FAM002210	FAM009516	FAM003110	FAM001229	FAM000826	FAM001507	FAM004521
rep408_seed2433	FAM003410	FAM012524	FAM006452	FAM006040	FAM001000	FAM001626	FAM009873	FAM009607	FAM007055	FAM001154	FAM002234	FAM004566	FAM002505	FAM001031	FAM002747	FAM001760	FAM002927	FAM011306
rep409_seed2434	FAM006527	FAM004197	FAM004853	FAM006531	FAM003342	FAM004119	FAM005730	FAM002789	FAM000591	FAM002631	FAM002954	FAM005034	FAM009615	FAM006712	FAM002140	FAM002404	FAM003394	FAM001032
rep410_seed2435	FAM007161	FAM001776	FAM001274	FAM000547	FAM013936	FAM002149	FAM008025	FAM004957	FAM006908	FAM001474	FAM002562	FAM012135	FAM002978	FAM004605	FAM005944	FAM004055	FAM001510	FAM007265
rep411_seed2436	FAM010763	FAM002293	FAM001332	FAM001657	FAM002953	FAM000317	FAM003279	FAM012588	FAM000438	FAM014274	FAM005305	FAM001847	FAM000507	FAM002348	FAM004139	FAM010410	FAM001596	FAM005659
rep412_seed2437	FAM014516	FAM011685	FAM001381	FAM002542	FAM001828	FAM012050	FAM003058	FAM002250	FAM011133	FAM003919	FAM013729	FAM001791	FAM005748	FAM002908	FAM003532	FAM003050	FAM013788	FAM001983
rep413_seed2438	FAM010735	FAM007190	FAM001504	FAM012544	FAM003855	FAM012281	FAM006316	FAM008308	FAM013117	FAM005776	FAM002242	FAM000563	FAM003129	FAM000086	FAM004385	FAM007452	FAM001997	FAM004473
rep414_seed2439	FAM000928	FAM009619	FAM005870	FAM012690	FAM001341	FAM005505	FAM008935	FAM010446	FAM012348	FAM004565	FAM010789	FAM001517	FAM002476	FAM007329	FAM000726	FAM005526	FAM000740	FAM007064
rep415_seed2440	FAM004106	FAM000057	FAM002622	FAM004101	FAM003099	FAM001774	FAM004876	FAM002826	FAM013608	FAM006670	FAM006501	FAM009005	FAM001472	FAM009171	FAM009518	FAM000089	FAM001886	FAM009021
rep416_seed2441	FAM010472	FAM013714	FAM012772	FAM001173	FAM009159	FAM002599	FAM003541	FAM004603	FAM006945	FAM001901	FAM007392	FAM010643	FAM008644	FAM003671	FAM003884	FAM014064	FAM008051	FAM001383
rep417_seed2442	FAM004988	FAM004881	FAM006542	FAM009005	FAM004675	FAM006040	FAM012939	FAM006761	FAM003270	FAM013748	FAM001034	FAM008293	FAM003555	FAM003853	FAM012190	FAM002326	FAM001004	FAM013621
rep418_seed2443	FAM001231	FAM002018	FAM000792	FAM003405	FAM000269	FAM004669	FAM006388	FAM008227	FAM000983	FAM008715	FAM002294	FAM011529	FAM000559	FAM001752	FAM010088	FAM002654	FAM011316	FAM010862
rep419_seed2444	FAM010696	FAM004128	FAM005566	FAM000235	FAM005312	FAM001441	FAM006959	FAM001110	FAM012098	FAM006537	FAM001661	FAM001597	FAM008191	FAM005447	FAM013294	FAM013285	FAM009528	FAM004797
rep420_seed2445	FAM007810	FAM005449	FAM006363	FAM012200	FAM000054	FAM010353	FAM010488	FAM013481	FAM013787	FAM011476	FAM010552	FAM009528	FAM003717	FAM003526	FAM012293	FAM003090	FAM003606	FAM006778
rep421_seed2446	FAM007883	FAM000534	FAM009694	FAM004012	FAM001358	FAM007946	FAM013724	FAM003207	FAM011933	FAM003339	FAM003914	FAM002318	FAM012915	FAM005643	FAM007305	FAM006793	FAM010961	FAM012259
rep422_seed2447	FAM006740	FAM003147	FAM002557	FAM012577	FAM001055	FAM005270	FAM006020	FAM013283	FAM001267	FAM001497	FAM013785	FAM000220	FAM006547	FAM002025	FAM001031	FAM005159	FAM004466	FAM005726
rep423_seed2448	FAM013563	FAM000946	FAM002230	FAM006581	FAM005234	FAM007803	FAM001211	FAM007685	FAM001514	FAM002318	FAM000732	FAM000213	FAM008312	FAM005844	FAM004181	FAM002527	FAM009648	FAM000799
rep424_seed2449	FAM006335	FAM004561	FAM002273	FAM005583	FAM001904	FAM003120	FAM001844	FAM002947	FAM002876	FAM014151	FAM003622	FAM002984	FAM007593	FAM000768	FAM001498	FAM002315	FAM003888	FAM009701
rep425_seed2450	FAM002524	FAM005115	FAM001778	FAM002880	FAM005184	FAM006805	FAM003152	FAM001735	FAM003750	FAM008796	FAM011058	FAM001412	FAM013564	FAM001491	FAM010233	FAM010362	FAM000977	FAM002886
rep426_seed2451	FAM009467	FAM008451	FAM003649	FAM010225	FAM004109	FAM001516	FAM003809	FAM007110	FAM001853	FAM004416	FAM006210	FAM000934	FAM012098	FAM007998	FAM005361	FAM001716	FAM005225	FAM000628
rep427_seed2452	FAM010279	FAM005068	FAM003061	FAM003870	FAM000761	FAM002769	FAM006539	FAM003387	FAM003837	FAM012826	FAM001253	FAM010928	FAM001104	FAM005527	FAM009208	FAM001567	FAM000950	FAM003484
rep428_seed2453	FAM013948	FAM002519	FAM000796	FAM002188	FAM000007	FAM006220	FAM001530	FAM006081	FAM003725	FAM002881	FAM004856	FAM000492	FAM005734	FAM014482	FAM005213	FAM001337	FAM014447	FAM009334
rep429_seed2454	FAM001620	FAM005748	FAM003661	FAM003539	FAM003651	FAM006396	FAM000596	FAM004448	FAM005165	FAM009713	FAM000867	FAM005087	FAM010769	FAM003883	FAM002697	FAM001433	FAM006847	FAM009792
rep430_seed2455	FAM004173	FAM007772	FAM003119	FAM011373	FAM000878	FAM012014	FAM009484	FAM007935	FAM000094	FAM007235	FAM005005	FAM012924	FAM004047	FAM008240	FAM003928	FAM002826	FAM002269	FAM000488
rep431_seed2456	FAM004618	FAM010463	FAM000557	FAM003297	FAM004243	FAM013442	FAM002725	FAM006952	FAM001528	FAM011804	FAM001976	FAM002251	FAM007907	FAM000088	FAM006773	FAM001057	FAM001108	FAM000952
rep432_seed2457	FAM001597	FAM005498	FAM009777	FAM003431	FAM006327	FAM001315	FAM001280	FAM001855	FAM000971	FAM003516	FAM002228	FAM007731	FAM001028	FAM012464	FAM005798	FAM003665	FAM010692	FAM006984
rep433_seed2458	FAM004748	FAM004017	FAM004348	FAM004335	FAM002895	FAM003291	FAM002977	FAM007475	FAM000716	FAM001894	FAM003343	FAM005104	FAM001219	FAM007251	FAM004576	FAM005188	FAM000574	FAM007654
rep434_seed2459	FAM003034	FAM007679	FAM009600	FAM012605	FAM002780	FAM008740	FAM001905	FAM006038	FAM014460	FAM002179	FAM003529	FAM000047	FAM001453	FAM000513	FAM008201	FAM001839	FAM005104	FAM002531
rep435_seed2460	FAM000691	FAM004013	FAM000593	FAM013903	FAM007721	FAM002342	FAM001369	FAM001607	FAM007364	FAM002153	FAM010701	FAM006551	FAM003912	FAM000834	FAM001590	FAM000690	FAM000807	FAM003816
rep436_seed2461	FAM003703	FAM011447	FAM012133	FAM003163	FAM005949	FAM013611	FAM009520	FAM002895	FAM000235	FAM008128	FAM009569	FAM000409	FAM000052	FAM005607	FAM000783	FAM004825	FAM007053	FAM004614
rep437_seed2462	FAM006753	FAM001197	FAM001409	FAM003437	FAM012840	FAM007733	FAM000635	FAM008680	FAM002721	FAM003342	FAM001347	FAM002975	FAM001051	FAM004394	FAM001815	FAM001939	FAM001552	FAM010241
rep438_seed2463	FAM000315	FAM006229	FAM002831	FAM003368	FAM003873	FAM004389	FAM001032	FAM005733	FAM006794	FAM000084	FAM005322	FAM006852	FAM003502	FAM003023	FAM003747	FAM003863	FAM005623	FAM000329
rep439_seed2464	FAM010097	FAM003791	FAM004691	FAM007851	FAM003914	FAM001249	FAM008829	FAM012005	FAM005088	FAM002420	FAM001758	FAM005016	FAM001616	FAM008758	FAM004057	FAM001176	FAM004669	FAM001974
rep440_seed2465	FAM004531	FAM006248	FAM001462	FAM009249	FAM006705	FAM000562	FAM002275	FAM000732	FAM001085	FAM011120	FAM000484	FAM008578	FAM001855	FAM010187	FAM000756	FAM009959	FAM009376	FAM008943
rep441_seed2466	FAM005681	FAM004684	FAM008543	FAM003301	FAM002116	FAM012894	FAM001391	FAM005336	FAM001013	FAM004330	FAM005536	FAM002532	FAM002328	FAM007550	FAM009689	FAM013354	FAM007485	FAM003106
rep442_seed2467	FAM002955	FAM010023	FAM009622	FAM006737	FAM007591	FAM000418	FAM008911	FAM004245	FAM000905	FAM003634	FAM006803	FAM006133	FAM000616	FAM005542	FAM005105	FAM001404	FAM006703	FAM010285
rep443_seed2468	FAM000483	FAM004942	FAM001567	FAM009150	FAM013274	FAM003228	FAM004557	FAM000291	FAM005283	FAM009004	FAM002849	FAM003675	FAM007091	FAM005676	FAM001526	FAM009512	FAM001686	FAM011689
rep444_seed2469	FAM003354	FAM004533	FAM004874	FAM008547	FAM002839	FAM001402	FAM007135	FAM009459	FAM003222	FAM000922	FAM009732	FAM004766	FAM002290	FAM005016	FAM013993	FAM001540	FAM013047	FAM010417
rep445_seed2470	FAM009107	FAM009047	FAM012398	FAM000688	FAM013839	FAM004600	FAM003617	FAM001256	FAM005571	FAM014111	FAM011818	FAM005624	FAM004219	FAM000612	FAM011538	FAM002637	FAM002796	FAM005518
rep446_seed2471	FAM001019	FAM004416	FAM004341	FAM007588	FAM007310	FAM004550	FAM006601	FAM009004	FAM007321	FAM010467	FAM000808	FAM002064	FAM000898	FAM001430	FAM001662	FAM005249	FAM004963	FAM000796
rep447_seed2472	FAM001355	FAM012527	FAM001507	FAM001343	FAM000989	FAM014136	FAM000617	FAM005885	FAM004701	FAM002087	FAM001982	FAM001455	FAM001464	FAM002465	FAM001394	FAM004345	FAM003381	FAM002284
rep448_seed2473	FAM002828	FAM001841	FAM013011	FAM008706	FAM001728	FAM004522	FAM004821	FAM000149	FAM004297	FAM012750	FAM009986	FAM003055	FAM001755	FAM014695	FAM000245	FAM004593	FAM007673	FAM003960
rep449_seed2474	FAM008039	FAM000849	FAM004424	FAM000105	FAM005302	FAM000124	FAM007572	FAM003043	FAM009624	FAM010939	FAM004449	FAM003368	FAM003316	FAM001872	FAM004663	FAM001155	FAM000872	FAM011867
rep450_seed2475	FAM002975	FAM008766	FAM000876	FAM009311	FAM001267	FAM002054	FAM000173	FAM002864	FAM006798	FAM006788	FAM000277	FAM000751	FAM003142	FAM000306	FAM012118	FAM001095	FAM007064	FAM004202
rep451_seed2476	FAM004177	FAM009518	FAM001078	FAM002881	FAM003571	FAM000674	FAM009417	FAM003922	FAM011975	FAM003720	FAM000153	FAM009807	FAM005887	FAM008227	FAM003310	FAM012984	FAM002733	FAM013192
rep452_seed2477	FAM009210	FAM005688	FAM002661	FAM000740	FAM000809	FAM002986	FAM000846	FAM005114	FAM002421	FAM001087	FAM000030	FAM006694	FAM002640	FAM002977	FAM000609	FAM003309	FAM002039	FAM004146
rep453_seed2478	FAM004605	FAM002503	FAM002184	FAM001144	FAM011019	FAM013923	FAM000328	FAM003080	FAM009518	FAM000201	FAM004062	FAM007496	FAM009856	FAM011730	FAM003434	FAM001799	FAM003511	FAM005378
rep454_seed2479	FAM004725	FAM003550	FAM006710	FAM002921	FAM010296	FAM002481	FAM002051	FAM010750	FAM001746	FAM001125	FAM003891	FAM012739	FAM009896	FAM000014	FAM008664	FAM004853	FAM003472	FAM008204
rep455_seed2480	FAM008059	FAM007416	FAM004113	FAM003154	FAM012410	FAM011560	FAM008908	FAM013807	FAM000066	FAM000502	FAM002261	FAM008374	FAM007691	FAM001502	FAM000888	FAM000394	FAM010327	FAM000644
rep456_seed2481	FAM001082	FAM002963	FAM010627	FAM012610	FAM004465	FAM002922	FAM004024	FAM003517	FAM010608	FAM013319	FAM010778	FAM003287	FAM001766	FAM004154	FAM005080	FAM008392	FAM011468	FAM002925
rep457_seed2482	FAM010763	FAM000956	FAM011341	FAM008002	FAM007418	FAM004565	FAM003343	FAM012731	FAM005675	FAM011937	FAM004439	FAM002241	FAM013770	FAM006602	FAM009533	FAM000729	FAM005302	FAM008881
rep458_seed2483	FAM003671	FAM008191	FAM001780	FAM008796	FAM003792	FAM009013	FAM002486	FAM013990	FAM012459	FAM014516	FAM002864	FAM004499	FAM001232	FAM004361	FAM007106	FAM005624	FAM004018	FAM011560
rep459_seed2484	FAM007032	FAM001736	FAM010701	FAM002308	FAM002708	FAM004371	FAM007845	FAM012114	FAM000207	FAM003843	FAM014245	FAM014605	FAM002328	FAM007259	FAM000609	FAM001226	FAM001322	FAM001570
rep460_seed2485	FAM012293	FAM003788	FAM002993	FAM008808	FAM013023	FAM010469	FAM001452	FAM006332	FAM006269	FAM003105	FAM008538	FAM000884	FAM004740	FAM003305	FAM001766	FAM005135	FAM003214	FAM002438
rep461_seed2486	FAM005850	FAM010332	FAM011021	FAM004403	FAM001820	FAM003634	FAM002920	FAM006757	FAM002949	FAM000706	FAM011356	FAM003336	FAM001459	FAM008218	FAM009516	FAM008813	FAM008562	FAM005613
rep462_seed2487	FAM001582	FAM003004	FAM001051	FAM003802	FAM000304	FAM003823	FAM001222	FAM001825	FAM006383	FAM004412	FAM002092	FAM001236	FAM009726	FAM008512	FAM003530	FAM001204	FAM000776	FAM001991
rep463_seed2488	FAM013368	FAM006675	FAM005750	FAM003336	FAM000426	FAM010186	FAM006473	FAM003926	FAM004739	FAM006913	FAM003344	FAM012222	FAM006501	FAM000273	FAM011665	FAM008865	FAM000746	FAM005314
rep464_seed2489	FAM004695	FAM004493	FAM000078	FAM003211	FAM004763	FAM001481	FAM001236	FAM010469	FAM005496	FAM005316	FAM009344	FAM002435	FAM003452	FAM013424	FAM003846	FAM001074	FAM000519	FAM001734
rep465_seed2490	FAM000888	FAM006740	FAM001604	FAM003226	FAM001110	FAM006162	FAM004719	FAM000939	FAM001069	FAM004573	FAM013837	FAM005833	FAM009140	FAM006902	FAM000918	FAM003305	FAM001771	FAM004600
rep466_seed2491	FAM006780	FAM002613	FAM013799	FAM003654	FAM005776	FAM000763	FAM000625	FAM003492	FAM000315	FAM002780	FAM002068	FAM002521	FAM003797	FAM001218	FAM012246	FAM005636	FAM001267	FAM014483
rep467_seed2492	FAM011569	FAM009005	FAM009769	FAM002206	FAM003644	FAM004303	FAM013566	FAM002452	FAM000221	FAM001543	FAM008373	FAM006129	FAM004019	FAM007235	FAM011529	FAM002885	FAM009449	FAM005242
rep468_seed2493	FAM012107	FAM002699	FAM001609	FAM006874	FAM003123	FAM002831	FAM003420	FAM004965	FAM007087	FAM003513	FAM012294	FAM002315	FAM006324	FAM002328	FAM000786	FAM010086	FAM014390	FAM013482
rep469_seed2494	FAM001508	FAM004931	FAM006413	FAM005348	FAM000302	FAM012951	FAM004480	FAM004335	FAM001091	FAM002364	FAM009358	FAM009118	FAM001100	FAM007697	FAM004834	FAM007591	FAM004609	FAM006575
rep470_seed2495	FAM008957	FAM005202	FAM007718	FAM003843	FAM005718	FAM009959	FAM013972	FAM012214	FAM005337	FAM007312	FAM005673	FAM003712	FAM008298	FAM004246	FAM003336	FAM012000	FAM005324	FAM013458
rep471_seed2496	FAM004986	FAM010477	FAM006892	FAM009682	FAM002317	FAM013969	FAM009583	FAM001600	FAM009121	FAM006775	FAM007517	FAM010174	FAM008139	FAM003645	FAM000220	FAM002745	FAM014518	FAM005215
rep472_seed2497	FAM002119	FAM003098	FAM007958	FAM006650	FAM001209	FAM007657	FAM001053	FAM009356	FAM002370	FAM005447	FAM007400	FAM004644	FAM008212	FAM003317	FAM002287	FAM005774	FAM010698	FAM001842
rep473_seed2498	FAM002289	FAM010494	FAM002102	FAM001082	FAM001760	FAM000321	FAM007218	FAM012910	FAM000545	FAM011675	FAM001530	FAM001213	FAM013054	FAM000588	FAM007742	FAM002035	FAM000182	FAM000830
rep474_seed2499	FAM010297	FAM000710	FAM001719	FAM001875	FAM003326	FAM005252	FAM001551	FAM003260	FAM006324	FAM000519	FAM001703	FAM004424	FAM006663	FAM001332	FAM009408	FAM002468	FAM000865	FAM003645
rep475_seed2500	FAM004632	FAM005636	FAM006119	FAM007364	FAM002262	FAM008461	FAM008514	FAM001335	FAM011021	FAM009364	FAM011404	FAM004501	FAM003659	FAM000791	FAM007689	FAM006817	FAM003963	FAM003779
rep476_seed2501	FAM000250	FAM002217	FAM008451	FAM001176	FAM006892	FAM004616	FAM010093	FAM002121	FAM002567	FAM007590	FAM001235	FAM000886	FAM006314	FAM002215	FAM002924	FAM001197	FAM007641	FAM011434
rep477_seed2502	FAM007778	FAM009769	FAM003036	FAM012166	FAM007969	FAM000824	FAM005406	FAM005610	FAM000592	FAM013340	FAM005520	FAM000328	FAM003258	FAM002856	FAM002771	FAM000156	FAM001493	FAM003253
