rep000_seed0000	CFF000437	CFF000083	CFF000899	CFF000672	CFF000209	CFF001554	CFF000558	CFF000013	CFF000810	CFF000063	CFF000072	CFF001243	CFF016868	CFF000228	CFF000331
rep700_seed2725	FAM006014	FAM006138	FAM008469	FAM005464	FAM001498	FAM001354	FAM010255	FAM001614	FAM005539	FAM000889	FAM002781	FAM008615	FAM005020	FAM003037	FAM026868
rep701_seed2726	FAM000011	FAM005533	FAM011976	FAM013735	FAM003133	FAM011590	FAM009217	FAM007960	FAM012607	FAM005303	FAM001544	FAM005484	FAM004543	FAM002249	FAM016676
rep702_seed2727	FAM002549	FAM002340	FAM003323	FAM003229	FAM000347	FAM003526	FAM005520	FAM009243	FAM006178	FAM001181	FAM001000	FAM003289	FAM005687	FAM014959	FAM025636
rep703_seed2728	FAM000893	FAM007480	FAM002658	FAM006645	FAM002814	FAM007010	FAM001670	FAM004765	FAM005211	FAM002926	FAM006914	FAM004022	FAM003903	FAM000335	FAM016249
rep704_seed2729	FAM001498	FAM002234	FAM001133	FAM007148	FAM008346	FAM001497	FAM003030	FAM002951	FAM012104	FAM006106	FAM001293	FAM011085	FAM010198	FAM002570	FAM026134
rep705_seed2730	FAM003834	FAM009634	FAM012465	FAM000259	FAM001121	FAM008384	FAM008218	FAM005299	FAM008178	FAM002049	FAM012674	FAM008474	FAM006049	FAM009660	FAM027744
rep706_seed2731	FAM002700	FAM004199	FAM007851	FAM003515	FAM011043	FAM004584	FAM000938	FAM000620	FAM007391	FAM003180	FAM013985	FAM004569	FAM000170	FAM002856	FAM025371
rep707_seed2732	FAM001823	FAM005301	FAM003144	FAM003587	FAM009013	FAM001735	FAM003719	FAM002908	FAM010619	FAM003519	FAM001523	FAM005284	FAM002832	FAM002782	FAM015816
rep708_seed2733	FAM004820	FAM000809	FAM006938	FAM006317	FAM003134	FAM009140	FAM002577	FAM000604	FAM003612	FAM002064	FAM002961	FAM003125	FAM006587	FAM000781	FAM015236
rep709_seed2734	FAM006116	FAM002383	FAM006984	FAM005305	FAM009084	FAM002983	FAM001745	FAM005265	FAM011895	FAM007268	FAM003630	FAM006358	FAM013208	FAM002955	FAM016319
rep710_seed2735	FAM000508	FAM007742	FAM005240	FAM009187	FAM005768	FAM011866	FAM006105	FAM001457	FAM001318	FAM006626	FAM011147	FAM003957	FAM003601	FAM007677	FAM019657
rep711_seed2736	FAM005027	FAM005295	FAM005008	FAM006134	FAM014119	FAM003258	FAM004132	FAM003887	FAM006199	FAM003629	FAM001329	FAM002670	FAM000873	FAM007189	FAM023255
rep712_seed2737	FAM008046	FAM009885	FAM014064	FAM005790	FAM000791	FAM004327	FAM014249	FAM010711	FAM004031	FAM001646	FAM014353	FAM009491	FAM002055	FAM003831	FAM018729
rep713_seed2738	FAM001636	FAM004272	FAM010371	FAM004894	FAM004742	FAM001871	FAM008473	FAM005705	FAM011264	FAM002318	FAM001048	FAM001589	FAM000039	FAM006173	FAM018429
rep714_seed2739	FAM011339	FAM006852	FAM000460	FAM003488	FAM001291	FAM000788	FAM004689	FAM000040	FAM006108	FAM001752	FAM007179	FAM009264	FAM008360	FAM009049	FAM015459
rep715_seed2740	FAM000353	FAM002210	FAM003851	FAM006439	FAM005526	FAM001805	FAM013721	FAM009559	FAM002760	FAM000794	FAM009236	FAM006011	FAM000972	FAM012031	FAM016584
rep716_seed2741	FAM006236	FAM009243	FAM007329	FAM001302	FAM007482	FAM005747	FAM003098	FAM003439	FAM002227	FAM003378	FAM006696	FAM003349	FAM001332	FAM006087	FAM016985
rep717_seed2742	FAM002757	FAM001856	FAM005949	FAM002433	FAM002609	FAM004649	FAM004998	FAM009416	FAM005994	FAM003189	FAM002120	FAM008432	FAM008821	FAM002096	FAM016325
rep718_seed2743	FAM012690	FAM006260	FAM003628	FAM006520	FAM004561	FAM007104	FAM005743	FAM006038	FAM006364	FAM005152	FAM013052	FAM000486	FAM013624	FAM006623	FAM025472
rep719_seed2744	FAM003689	FAM009148	FAM013208	FAM000222	FAM010664	FAM002680	FAM000590	FAM011085	FAM006375	FAM010298	FAM006405	FAM005681	FAM005125	FAM007533	FAM027997
rep720_seed2745	FAM001303	FAM002499	FAM006326	FAM001685	FAM010486	FAM002236	FAM003328	FAM007122	FAM005658	FAM001762	FAM004082	FAM009698	FAM008737	FAM002995	FAM016964
rep721_seed2746	FAM011350	FAM003807	FAM003602	FAM005140	FAM008649	FAM010575	FAM004939	FAM005513	FAM002855	FAM006413	FAM004323	FAM001612	FAM007034	FAM011518	FAM016682
rep722_seed2747	FAM008765	FAM007159	FAM008804	FAM007267	FAM000921	FAM001035	FAM006410	FAM003277	FAM013648	FAM000542	FAM003945	FAM001875	FAM002213	FAM008576	FAM024312
rep723_seed2748	FAM011924	FAM006143	FAM001777	FAM005822	FAM011944	FAM002233	FAM002042	FAM002811	FAM013391	FAM004619	FAM014491	FAM009302	FAM006443	FAM013788	FAM026633
rep724_seed2749	FAM007813	FAM001996	FAM007253	FAM003467	FAM003879	FAM002624	FAM002443	FAM007230	FAM009905	FAM002057	FAM005474	FAM013154	FAM004720	FAM010284	FAM017841
rep725_seed2750	FAM004078	FAM005751	FAM002513	FAM003609	FAM001599	FAM006117	FAM007130	FAM006419	FAM009302	FAM002667	FAM000104	FAM008955	FAM008746	FAM013785	FAM023059
rep726_seed2751	FAM011730	FAM012756	FAM002373	FAM010840	FAM001436	FAM002122	FAM008922	FAM006142	FAM004703	FAM013035	FAM008250	FAM007609	FAM001058	FAM012343	FAM020827
rep727_seed2752	FAM004090	FAM004906	FAM007911	FAM006550	FAM003276	FAM002546	FAM007694	FAM005559	FAM000963	FAM009406	FAM012282	FAM001792	FAM009822	FAM005685	FAM021525
rep728_seed2753	FAM007884	FAM005758	FAM007635	FAM001691	FAM003443	FAM000075	FAM003225	FAM000230	FAM001196	FAM000635	FAM011537	FAM000855	FAM007570	FAM006982	FAM017319
rep729_seed2754	FAM003610	FAM004518	FAM003377	FAM005431	FAM010805	FAM000780	FAM009500	FAM000807	FAM011754	FAM000159	FAM005237	FAM001335	FAM002559	FAM001210	FAM020320
rep730_seed2755	FAM002458	FAM001869	FAM002108	FAM009023	FAM005882	FAM001089	FAM000316	FAM008812	FAM003135	FAM011899	FAM005767	FAM007696	FAM004844	FAM009797	FAM020202
rep731_seed2756	FAM008439	FAM005718	FAM002151	FAM000510	FAM010945	FAM009981	FAM002464	FAM003026	FAM006365	FAM001911	FAM003225	FAM002638	FAM002054	FAM009804	FAM027014
rep732_seed2757	FAM005710	FAM001594	FAM004299	FAM004897	FAM002363	FAM012742	FAM007677	FAM011151	FAM006417	FAM011551	FAM001562	FAM001723	FAM007632	FAM009724	FAM027098
rep733_seed2758	FAM005635	FAM009244	FAM007253	FAM011608	FAM000285	FAM009894	FAM002767	FAM006372	FAM007159	FAM001047	FAM000591	FAM004511	FAM008564	FAM012513	FAM016611
rep734_seed2759	FAM003781	FAM008806	FAM000955	FAM011042	FAM006858	FAM008476	FAM000676	FAM000783	FAM001961	FAM001608	FAM004675	FAM004254	FAM001845	FAM004650	FAM015421
rep735_seed2760	FAM013658	FAM013206	FAM001021	FAM006773	FAM003911	FAM005923	FAM010196	FAM010200	FAM004400	FAM010425	FAM006147	FAM005141	FAM007049	FAM011576	FAM027646
rep736_seed2761	FAM002003	FAM005373	FAM002951	FAM006757	FAM004242	FAM001604	FAM001461	FAM010413	FAM012852	FAM004324	FAM004874	FAM002587	FAM008963	FAM001999	FAM026433
rep737_seed2762	FAM003449	FAM001030	FAM009516	FAM009929	FAM002581	FAM006151	FAM009500	FAM014503	FAM009673	FAM012723	FAM003499	FAM014885	FAM005523	FAM003185	FAM019657
rep738_seed2763	FAM004556	FAM001494	FAM000561	FAM001954	FAM002430	FAM012637	FAM000371	FAM005520	FAM003548	FAM000081	FAM006199	FAM005315	FAM009405	FAM002372	FAM017433
rep739_seed2764	FAM004001	FAM001797	FAM000851	FAM002523	FAM001013	FAM008450	FAM000961	FAM003909	FAM001890	FAM000215	FAM013853	FAM005816	FAM009767	FAM003833	FAM020807
rep740_seed2765	FAM007197	FAM001951	FAM008994	FAM005983	FAM000333	FAM003736	FAM010501	FAM008232	FAM005817	FAM001595	FAM011106	FAM008767	FAM001126	FAM000750	FAM016475
rep741_seed2766	FAM003265	FAM001617	FAM004554	FAM009913	FAM006067	FAM002858	FAM000244	FAM001585	FAM008767	FAM012600	FAM004571	FAM000915	FAM004986	FAM008506	FAM017381
rep742_seed2767	FAM007308	FAM001520	FAM001576	FAM003152	FAM000990	FAM002520	FAM001279	FAM012975	FAM006908	FAM001124	FAM003098	FAM003256	FAM000734	FAM000645	FAM026211
rep743_seed2768	FAM002113	FAM007993	FAM009968	FAM008746	FAM002654	FAM004324	FAM006623	FAM005277	FAM005910	FAM009634	FAM003184	FAM011869	FAM005413	FAM001447	FAM016870
rep744_seed2769	FAM006380	FAM011589	FAM006004	FAM006335	FAM009758	FAM001211	FAM013469	FAM001713	FAM001156	FAM010477	FAM002377	FAM002863	FAM001550	FAM011963	FAM020320
rep745_seed2770	FAM005849	FAM010916	FAM005133	FAM004648	FAM002160	FAM001493	FAM003733	FAM004818	FAM002163	FAM013274	FAM000644	FAM000988	FAM010209	FAM005661	FAM028195
rep746_seed2771	FAM000433	FAM001857	FAM008619	FAM005166	FAM004883	FAM002044	FAM009751	FAM007711	FAM004734	FAM005455	FAM006935	FAM006642	FAM002985	FAM003173	FAM015134
rep747_seed2772	FAM008443	FAM004378	FAM009336	FAM006417	FAM001170	FAM009758	FAM006448	FAM001578	FAM011898	FAM002290	FAM008287	FAM001793	FAM006944	FAM000048	FAM018660
rep748_seed2773	FAM005519	FAM006275	FAM006670	FAM011151	FAM001034	FAM008170	FAM005541	FAM004305	FAM001265	FAM005165	FAM001816	FAM007268	FAM011944	FAM000786	FAM020622
rep749_seed2774	FAM005781	FAM005683	FAM012674	FAM002463	FAM001293	FAM003657	FAM008292	FAM009968	FAM013754	FAM006980	FAM001047	FAM006417	FAM003824	FAM004282	FAM026819
rep750_seed2775	FAM000994	FAM002681	FAM005460	FAM005355	FAM000890	FAM012438	FAM005200	FAM000540	FAM000504	FAM007252	FAM003492	FAM001950	FAM007321	FAM003360	FAM017709
rep751_seed2776	FAM009978	FAM012037	FAM004094	FAM002423	FAM000425	FAM005681	FAM002083	FAM005556	FAM001610	FAM005827	FAM011585	FAM011438	FAM007466	FAM000074	FAM018811
rep752_seed2777	FAM010608	FAM000719	FAM004006	FAM012778	FAM001614	FAM011954	FAM006966	FAM010721	FAM000538	FAM001048	FAM012137	FAM004354	FAM001478	FAM012485	FAM018291
rep753_seed2778	FAM001909	FAM000414	FAM004593	FAM003187	FAM000248	FAM004932	FAM006411	FAM000418	FAM004813	FAM004491	FAM009519	FAM000725	FAM005331	FAM008107	FAM020604
rep754_seed2779	FAM007898	FAM004299	FAM000116	FAM008203	FAM010788	FAM009058	FAM000671	FAM001410	FAM002864	FAM006552	FAM011878	FAM009958	FAM011589	FAM002043	FAM017988
rep755_seed2780	FAM008478	FAM005660	FAM011748	FAM003066	FAM002890	FAM015116	FAM006702	FAM008232	FAM005342	FAM005864	FAM001311	FAM009562	FAM006944	FAM009356	FAM016489
rep756_seed2781	FAM002454	FAM006060	FAM009956	FAM006994	FAM008392	FAM004839	FAM007264	FAM003786	FAM006362	FAM011885	FAM003552	FAM004571	FAM007531	FAM002008	FAM020375
rep757_seed2782	FAM006529	FAM001447	FAM002666	FAM001105	FAM008183	FAM000762	FAM010499	FAM001380	FAM011515	FAM007656	FAM001702	FAM001606	FAM009323	FAM009770	FAM022676
rep758_seed2783	FAM010494	FAM005987	FAM004862	FAM010373	FAM005133	FAM005341	FAM007030	FAM006962	FAM008468	FAM008585	FAM002605	FAM010463	FAM004531	FAM002413	FAM018055
rep759_seed2784	FAM001967	FAM002171	FAM001732	FAM002428	FAM003513	FAM004645	FAM003920	FAM004487	FAM003093	FAM001703	FAM013554	FAM015116	FAM004865	FAM003226	FAM017111
rep760_seed2785	FAM014524	FAM003710	FAM003689	FAM011250	FAM004641	FAM006387	FAM012502	FAM001804	FAM003041	FAM008547	FAM007201	FAM005045	FAM006583	FAM001748	FAM027953
rep761_seed2786	FAM008466	FAM009039	FAM006368	FAM000597	FAM008712	FAM003189	FAM005097	FAM012956	FAM006467	FAM000296	FAM002730	FAM001525	FAM005176	FAM001304	FAM021888
rep762_seed2787	FAM009971	FAM001679	FAM004613	FAM003706	FAM000954	FAM001324	FAM003333	FAM005140	FAM003838	FAM002153	FAM009078	FAM014473	FAM000760	FAM002363	FAM026149
rep763_seed2788	FAM004780	FAM001125	FAM000910	FAM011280	FAM002125	FAM009583	FAM006798	FAM004347	FAM014230	FAM005385	FAM003395	FAM003585	FAM003179	FAM003682	FAM024312
rep764_seed2789	FAM004630	FAM002058	FAM006147	FAM008623	FAM002355	FAM006612	FAM003379	FAM007384	FAM004317	FAM006279	FAM015290	FAM006997	FAM001004	FAM000607	FAM020827
rep765_seed2790	FAM000363	FAM005133	FAM004520	FAM004107	FAM007722	FAM009049	FAM011504	FAM004057	FAM003249	FAM010196	FAM001456	FAM000751	FAM008774	FAM001786	FAM018309
rep766_seed2791	FAM013797	FAM010124	FAM011826	FAM014119	FAM010072	FAM007473	FAM009517	FAM002830	FAM000548	FAM012530	FAM000157	FAM005087	FAM006729	FAM005929	FAM022822
rep767_seed2792	FAM002125	FAM008369	FAM005621	FAM014619	FAM000786	FAM002828	FAM001361	FAM005429	FAM006157	FAM010204	FAM004766	FAM012456	FAM003921	FAM006169	FAM018811
rep768_seed2793	FAM008049	FAM009312	FAM004974	FAM003936	FAM004716	FAM006675	FAM001369	FAM001281	FAM002171	FAM006520	FAM003247	FAM001097	FAM001331	FAM003900	FAM025472
rep769_seed2794	FAM013021	FAM003637	FAM012236	FAM013694	FAM015286	FAM006133	FAM000644	FAM002613	FAM009710	FAM004702	FAM000507	FAM004111	FAM012928	FAM005667	FAM022969
rep770_seed2795	FAM002718	FAM008718	FAM001532	FAM013671	FAM002277	FAM007688	FAM014132	FAM001652	FAM002141	FAM008519	FAM014016	FAM002192	FAM003534	FAM004343	FAM014887
rep771_seed2796	FAM010712	FAM011146	FAM004348	FAM002241	FAM002691	FAM014429	FAM010945	FAM011635	FAM000582	FAM001934	FAM007786	FAM004035	FAM011237	FAM007098	FAM029100
rep772_seed2797	FAM003237	FAM000034	FAM000053	FAM001250	FAM014123	FAM002614	FAM010517	FAM001904	FAM011347	FAM010701	FAM005462	FAM000077	FAM004449	FAM005087	FAM021568
rep773_seed2798	FAM010631	FAM001553	FAM002419	FAM005526	FAM007307	FAM014253	FAM001167	FAM003319	FAM000267	FAM002865	FAM009807	FAM008508	FAM001514	FAM008002	FAM015405
rep774_seed2799	FAM003578	FAM006997	FAM000978	FAM000782	FAM006531	FAM005020	FAM004962	FAM000792	FAM004719	FAM006856	FAM007775	FAM001502	FAM009323	FAM004824	FAM027335
rep775_seed2800	FAM010195	FAM007007	FAM000311	FAM000616	FAM001918	FAM005848	FAM013078	FAM012308	FAM000517	FAM005560	FAM002073	FAM000273	FAM013020	FAM013985	FAM021479
rep776_seed2801	FAM000676	FAM009506	FAM010358	FAM004694	FAM000832	FAM000348	FAM010074	FAM000762	FAM007294	FAM004755	FAM010217	FAM014385	FAM000783	FAM007062	FAM022870
rep777_seed2802	FAM008062	FAM007047	FAM007007	FAM003274	FAM004538	FAM002711	FAM006641	FAM007879	FAM009064	FAM000896	FAM006112	FAM001343	FAM014342	FAM007609	FAM016315
rep778_seed2803	FAM006404	FAM001443	FAM008908	FAM003938	FAM008226	FAM007289	FAM002718	FAM002952	FAM002592	FAM001352	FAM002235	FAM007382	FAM001129	FAM000770	FAM023331
rep779_seed2804	FAM011430	FAM011159	FAM012540	FAM008773	FAM014385	FAM008578	FAM008558	FAM006860	FAM008013	FAM001095	FAM005902	FAM000648	FAM012336	FAM003590	FAM024393
rep780_seed2805	FAM007233	FAM002227	FAM002258	FAM010372	FAM001428	FAM005913	FAM010977	FAM009967	FAM004328	FAM010948	FAM007473	FAM000385	FAM005518	FAM004938	FAM015888
rep781_seed2806	FAM001179	FAM009640	FAM006395	FAM004135	FAM005371	FAM002559	FAM003389	FAM002143	FAM008191	FAM005024	FAM004128	FAM003368	FAM006238	FAM008768	FAM018418
rep782_seed2807	FAM003665	FAM006046	FAM004627	FAM006227	FAM001623	FAM003788	FAM001335	FAM002410	FAM001745	FAM000763	FAM000706	FAM004656	FAM003691	FAM009195	FAM017153
rep783_seed2808	FAM001624	FAM001720	FAM006431	FAM002571	FAM006221	FAM000799	FAM004577	FAM001286	FAM004927	FAM004607	FAM002953	FAM005696	FAM005058	FAM008392	FAM023274
rep784_seed2809	FAM009887	FAM001648	FAM004424	FAM009001	FAM009491	FAM006185	FAM001541	FAM007134	FAM007016	FAM001902	FAM010438	FAM007190	FAM005776	FAM003871	FAM018451
rep785_seed2810	FAM006105	FAM002828	FAM005284	FAM006993	FAM002868	FAM008802	FAM012024	FAM005454	FAM009533	FAM006084	FAM000300	FAM006054	FAM012696	FAM000696	FAM020807
rep786_seed2811	FAM009132	FAM012522	FAM000180	FAM001899	FAM005415	FAM004169	FAM001693	FAM011438	FAM003345	FAM007316	FAM000373	FAM008106	FAM006671	FAM004694	FAM028012
rep787_seed2812	FAM001084	FAM011498	FAM009650	FAM003946	FAM001822	FAM003620	FAM001908	FAM005033	FAM002431	FAM004903	FAM000526	FAM002588	FAM000257	FAM013354	FAM019904
rep788_seed2813	FAM008985	FAM004660	FAM000945	FAM003349	FAM007671	FAM009286	FAM009491	FAM014059	FAM002177	FAM002905	FAM002615	FAM008852	FAM002130	FAM009654	FAM025284
rep789_seed2814	FAM008805	FAM010731	FAM002937	FAM012527	FAM000666	FAM010881	FAM009316	FAM010157	FAM002242	FAM007897	FAM000438	FAM006340	FAM005780	FAM012319	FAM027522
rep790_seed2815	FAM002855	FAM006125	FAM005767	FAM000722	FAM001641	FAM005586	FAM004424	FAM003013	FAM006012	FAM002136	FAM004388	FAM009569	FAM007077	FAM007058	FAM020092
rep791_seed2816	FAM000301	FAM000302	FAM004621	FAM006543	FAM006537	FAM006350	FAM004954	FAM002823	FAM002839	FAM003663	FAM000684	FAM003910	FAM007223	FAM003865	FAM028135
rep792_seed2817	FAM006415	FAM003771	FAM005246	FAM003964	FAM007142	FAM007405	FAM012851	FAM004685	FAM008406	FAM012208	FAM002992	FAM002703	FAM007149	FAM000175	FAM018966
rep793_seed2818	FAM004305	FAM007465	FAM003012	FAM005249	FAM010321	FAM000826	FAM009769	FAM002491	FAM004172	FAM001538	FAM014135	FAM005377	FAM010977	FAM011537	FAM016413
rep794_seed2819	FAM006273	FAM007156	FAM006750	FAM002382	FAM000745	FAM000846	FAM004867	FAM000243	FAM008852	FAM000286	FAM008839	FAM004170	FAM002065	FAM000793	FAM020082
rep795_seed2820	FAM004834	FAM002061	FAM010208	FAM006793	FAM006094	FAM001706	FAM001240	FAM004713	FAM007516	FAM005913	FAM002041	FAM001155	FAM001118	FAM006745	FAM017193
rep796_seed2821	FAM005728	FAM001981	FAM012219	FAM001959	FAM008342	FAM012627	FAM003576	FAM010245	FAM011423	FAM002637	FAM004043	FAM006244	FAM004778	FAM003784	FAM020270
rep797_seed2822	FAM006762	FAM000765	FAM003941	FAM005900	FAM004652	FAM012252	FAM007592	FAM011685	FAM010575	FAM010840	FAM009948	FAM000614	FAM010569	FAM010207	FAM025652
rep798_seed2823	FAM001214	FAM010425	FAM005424	FAM001131	FAM010650	FAM010812	FAM001986	FAM011239	FAM007587	FAM001599	FAM001846	FAM000223	FAM014060	FAM005241	FAM028934
rep799_seed2824	FAM001629	FAM010228	FAM012220	FAM001980	FAM001489	FAM010499	FAM003016	FAM000862	FAM007613	FAM011495	FAM008499	FAM007785	FAM007368	FAM003140	FAM016338
rep800_seed2825	FAM004171	FAM005538	FAM005268	FAM000156	FAM000446	FAM009686	FAM002288	FAM001747	FAM005298	FAM004118	FAM007159	FAM013234	FAM008718	FAM006716	FAM022782
rep801_seed2826	FAM003366	FAM007687	FAM005643	FAM002763	FAM003081	FAM006520	FAM005780	FAM010451	FAM006272	FAM001194	FAM004624	FAM003368	FAM002953	FAM005276	FAM028934
rep802_seed2827	FAM006434	FAM003616	FAM009559	FAM009852	FAM001537	FAM011807	FAM002987	FAM000139	FAM000850	FAM014273	FAM002159	FAM004895	FAM004502	FAM003766	FAM028950
rep803_seed2828	FAM001617	FAM003704	FAM008253	FAM004919	FAM004757	FAM004085	FAM000620	FAM002288	FAM007279	FAM003171	FAM004728	FAM002581	FAM009159	FAM001494	FAM019486
rep804_seed2829	FAM001470	FAM002120	FAM001446	FAM007613	FAM004168	FAM000999	FAM005276	FAM009065	FAM007148	FAM007068	FAM003119	FAM009053	FAM006391	FAM012234	FAM014968
rep805_seed2830	FAM000045	FAM003735	FAM005785	FAM010919	FAM008478	FAM000127	FAM000054	FAM003794	FAM001379	FAM010520	FAM001382	FAM004171	FAM003271	FAM013442	FAM015136
rep806_seed2831	FAM000516	FAM002813	FAM009018	FAM004914	FAM002960	FAM012477	FAM005336	FAM004058	FAM011968	FAM002455	FAM004817	FAM003862	FAM004928	FAM000663	FAM018500
rep807_seed2832	FAM011685	FAM006944	FAM003407	FAM004044	FAM006538	FAM003499	FAM005570	FAM008658	FAM007395	FAM000320	FAM010488	FAM001116	FAM001798	FAM004813	FAM023845
rep808_seed2833	FAM008923	FAM014504	FAM014788	FAM000192	FAM002904	FAM002705	FAM002772	FAM006768	FAM013236	FAM006869	FAM001005	FAM005694	FAM006606	FAM003398	FAM016846
rep809_seed2834	FAM003247	FAM004210	FAM007297	FAM003228	FAM009172	FAM002703	FAM004531	FAM000647	FAM009455	FAM000668	FAM007367	FAM007184	FAM004224	FAM002088	FAM026635
rep810_seed2835	FAM008554	FAM004590	FAM010474	FAM005260	FAM003430	FAM009367	FAM004876	FAM012557	FAM004220	FAM015186	FAM008974	FAM004960	FAM000915	FAM003575	FAM023358
rep811_seed2836	FAM012924	FAM009701	FAM003102	FAM003954	FAM006414	FAM005737	FAM013874	FAM004078	FAM000701	FAM005525	FAM003490	FAM003487	FAM013658	FAM013996	FAM017277
rep812_seed2837	FAM001111	FAM001400	FAM005761	FAM004311	FAM003091	FAM000003	FAM001489	FAM004081	FAM003129	FAM007426	FAM002167	FAM006898	FAM003990	FAM004949	FAM016216
rep813_seed2838	FAM009952	FAM012547	FAM011137	FAM005485	FAM008037	FAM005035	FAM005581	FAM001543	FAM005707	FAM011504	FAM002205	FAM015178	FAM009386	FAM003018	FAM024940
rep814_seed2839	FAM006399	FAM010824	FAM005059	FAM008445	FAM001545	FAM002313	FAM001644	FAM004217	FAM000865	FAM000486	FAM012367	FAM006416	FAM002261	FAM009516	FAM020965
rep815_seed2840	FAM002408	FAM003073	FAM006966	FAM008417	FAM004031	FAM001738	FAM010696	FAM005594	FAM005987	FAM004657	FAM006106	FAM009083	FAM001191	FAM005230	FAM026531
rep816_seed2841	FAM004390	FAM012603	FAM005158	FAM008013	FAM007425	FAM002067	FAM009506	FAM001775	FAM009042	FAM004247	FAM010697	FAM000380	FAM006337	FAM007654	FAM020228
rep817_seed2842	FAM002963	FAM000729	FAM002608	FAM007130	FAM000395	FAM005318	FAM013214	FAM005412	FAM000585	FAM005228	FAM006797	FAM006087	FAM013069	FAM000181	FAM023845
rep818_seed2843	FAM010255	FAM006307	FAM009409	FAM008552	FAM005091	FAM000307	FAM007106	FAM008444	FAM001210	FAM002131	FAM003403	FAM006743	FAM002701	FAM004855	FAM023320
rep819_seed2844	FAM004309	FAM001477	FAM004386	FAM009638	FAM004891	FAM004621	FAM008106	FAM013353	FAM006424	FAM005348	FAM008966	FAM013849	FAM005392	FAM008922	FAM027677
rep820_seed2845	FAM000431	FAM002615	FAM010224	FAM009598	FAM006407	FAM010408	FAM001997	FAM000143	FAM006203	FAM003866	FAM006656	FAM004270	FAM002458	FAM008829	FAM022633
rep821_seed2846	FAM002194	FAM004433	FAM003606	FAM005228	FAM009528	FAM002312	FAM009699	FAM006353	FAM004095	FAM011745	FAM000024	FAM005645	FAM004225	FAM009986	FAM022174
rep822_seed2847	FAM011390	FAM006622	FAM007545	FAM005098	FAM006126	FAM006013	FAM004693	FAM002388	FAM010386	FAM000850	FAM012508	FAM000822	FAM011761	FAM010255	FAM020958
rep823_seed2848	FAM002884	FAM002035	FAM000266	FAM002160	FAM002174	FAM001795	FAM012252	FAM001166	FAM005591	FAM009955	FAM004470	FAM005655	FAM005928	FAM004475	FAM020961
rep824_seed2849	FAM004540	FAM012565	FAM008149	FAM003317	FAM002160	FAM001775	FAM007803	FAM006875	FAM006834	FAM005102	FAM003604	FAM006175	FAM009333	FAM007130	FAM018451
rep825_seed2850	FAM008294	FAM010635	FAM002866	FAM004989	FAM001530	FAM003942	FAM006244	FAM012275	FAM012513	FAM005851	FAM001621	FAM004050	FAM007613	FAM005138	FAM028904
rep826_seed2851	FAM012292	FAM012284	FAM004152	FAM001446	FAM007654	FAM002040	FAM008545	FAM004258	FAM005297	FAM008058	FAM007121	FAM002475	FAM003284	FAM003665	FAM023974
rep827_seed2852	FAM005599	FAM008931	FAM002424	FAM010124	FAM007543	FAM001459	FAM002438	FAM004356	FAM011963	FAM001352	FAM010805	FAM007948	FAM004725	FAM013368	FAM020442
rep828_seed2853	FAM003659	FAM006797	FAM012290	FAM007829	FAM001748	FAM010418	FAM005565	FAM002857	FAM003914	FAM003642	FAM002789	FAM001941	FAM004581	FAM008297	FAM017649
rep829_seed2854	FAM000125	FAM010372	FAM009959	FAM002110	FAM009009	FAM003828	FAM012937	FAM003036	FAM002603	FAM005658	FAM013724	FAM010361	FAM002171	FAM001584	FAM020792
rep830_seed2855	FAM014139	FAM004358	FAM012083	FAM005098	FAM004522	FAM002453	FAM009472	FAM012290	FAM003407	FAM009167	FAM004736	FAM005818	FAM000255	FAM002356	FAM016248
rep831_seed2856	FAM003448	FAM011585	FAM003702	FAM013566	FAM011786	FAM000965	FAM014412	FAM000597	FAM001240	FAM007108	FAM006051	FAM006047	FAM009443	FAM007215	FAM030228
rep832_seed2857	FAM003350	FAM000324	FAM011497	FAM004448	FAM008290	FAM006051	FAM002364	FAM013668	FAM006904	FAM010238	FAM005157	FAM001662	FAM001494	FAM009991	FAM016106
rep833_seed2858	FAM004022	FAM005045	FAM001089	FAM006290	FAM010828	FAM009074	FAM005085	FAM002251	FAM011655	FAM002854	FAM004380	FAM000961	FAM012530	FAM000139	FAM027539
rep834_seed2859	FAM010093	FAM001516	FAM006493	FAM007792	FAM000696	FAM002240	FAM010646	FAM002554	FAM009673	FAM014504	FAM003980	FAM008912	FAM000286	FAM000346	FAM024289
rep835_seed2860	FAM002506	FAM007342	FAM002973	FAM013128	FAM002343	FAM005166	FAM009343	FAM013785	FAM006368	FAM008198	FAM000153	FAM009669	FAM000524	FAM007129	FAM026134
rep836_seed2861	FAM006178	FAM005672	FAM000033	FAM010093	FAM010720	FAM005722	FAM005147	FAM005607	FAM005711	FAM000265	FAM007522	FAM007652	FAM000356	FAM008839	FAM024935
rep837_seed2862	FAM000995	FAM012933	FAM007552	FAM009066	FAM005819	FAM007066	FAM000643	FAM003012	FAM004188	FAM000373	FAM013985	FAM002994	FAM006825	FAM013261	FAM014824
rep838_seed2863	FAM008287	FAM005192	FAM005213	FAM006586	FAM010728	FAM000551	FAM005508	FAM004885	FAM007074	FAM000010	FAM007823	FAM000120	FAM004077	FAM000367	FAM016609
rep839_seed2864	FAM000723	FAM012383	FAM005545	FAM010663	FAM006205	FAM001318	FAM001412	FAM003733	FAM011680	FAM000627	FAM005885	FAM000383	FAM012946	FAM006459	FAM022982
